id,slug,name,normalized_name,description,dish_family_id,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title,dbpedia_uri,origin_text,is_notable,created_at,updated_at
dish-wd-q3472373,sanganheta,sanganhèta,sanganheta,Canonical starter dish entry for sanganhèta. Origin: Occitania. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3472373,,,Q3472373,Sanquette,,Occitania,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3948384,sangrecita,sangrecita,sangrecita,Canonical starter dish entry for sangrecita. Origin: Peru. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3948384,,cui-wd-q749847,Q3948384,Sangrecita,,Peru,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4205456,sangsang,Sangsang,sangsang,Canonical starter dish entry for Sangsang. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4205456,,cui-wd-q787497,Q4205456,Saksang,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3473166,sapin-sapin,sapin-sapin,sapin sapin,Canonical starter dish entry for sapin-sapin. Origin: Philippines. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3473166,,cui-wd-q1520796,Q3473166,Sapin-sapin,,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q31173018,sapo-tahu,Sapo tahu,sapo tahu,Canonical starter dish entry for Sapo tahu. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q31173018,,cui-wd-q787497,Q31173018,Sapo tahu,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q64343260,sarbhaja,Sarbhaja,sarbhaja,Canonical starter dish entry for Sarbhaja. Associated cuisine: Bengali cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q64343260,,,Q64343260,Sarbhaja,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1117173,sarde-in-saor,sarde in saor,sarde in saor,Canonical starter dish entry for sarde in saor. Associated cuisine: cuisine of Veneto. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1117173,,cui-wd-q192786,Q1117173,Sarde in saor,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3950519,sardenaira,Sardenaira,sardenaira,Canonical starter dish entry for Sardenaira. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3950519,,cui-wd-q192786,Q3950519,Sardenaira,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q13434162,sarma,sarma,sarma,Canonical starter dish entry for sarma. Associated cuisine: Serbian cuisine. Origin: Cyprus. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q13434162,,,Q13434162,Stuffed leaves,,Cyprus,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q11078597,sarmale,sarmale,sarmale,Canonical starter dish entry for sarmale. Associated cuisine: Romanian cuisine. Origin: Romania. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q11078597,,,Q11078597,Sarmale,,Romania,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q48731505,sarpuria,Sarpuria,sarpuria,Canonical starter dish entry for Sarpuria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q48731505,,,Q48731505,Sarpuria,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q60750699,saskatoon-berry-pie,Saskatoon berry pie,saskatoon berry pie,Canonical starter dish entry for Saskatoon berry pie. Origin: Canada. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q60750699,cat-pies-and-pastries-eefde59e,cui-wd-q1324207,Q60750699,Saskatoon berry pie,,Canada,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q119541430,satay-tuna,Satay Tuna,satay tuna,Canonical starter dish entry for Satay Tuna. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q119541430,cat-skewers-and-grilled-dishes-08780632,cui-wd-q787497,Q119541430,Sate tuna,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2425845,sate-kambing,sate kambing,sate kambing,Canonical starter dish entry for sate kambing. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2425845,,cui-wd-q787497,Q2425845,Sate kambing,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q19646375,sate-lilit,sate lilit,sate lilit,Canonical starter dish entry for sate lilit. Associated cuisine: Balinese cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q19646375,,cui-wd-q787497,Q19646375,Sate lilit,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7425996,sate-padang,Sate padang,sate padang,Canonical starter dish entry for Sate padang. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7425996,,cui-wd-q787497,Q7425996,Sate padang,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q28219522,satti,satti,satti,Canonical starter dish entry for satti. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q28219522,,,Q28219522,Satti (food),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q574483,saumagen,Saumagen,saumagen,Canonical starter dish entry for Saumagen. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q574483,,,Q574483,Saumagen,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3505757,sauteed-reindeer,sautéed reindeer,sauteed reindeer,Canonical starter dish entry for sautéed reindeer. Origin: Finland. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3505757,,,Q3505757,Sautéed reindeer,,Finland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q60770307,sayongsong,Sayongsong,sayongsong,Canonical starter dish entry for Sayongsong. Origin: Philippines. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q60770307,,cui-wd-q1520796,Q60770307,Sayongsong,,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2457455,sayur-asem,sayur asem,sayur asem,Canonical starter dish entry for sayur asem. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2457455,,cui-wd-q787497,Q2457455,Sayur asem,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q686427,schaufele,Schäufele,schaufele,Canonical starter dish entry for Schäufele. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q686427,,,Q686427,Schäufele,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q929487,schlachteplatte,Schlachteplatte,schlachteplatte,Canonical starter dish entry for Schlachteplatte. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q929487,,,Q929487,Schlachteplatte,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q440884,schwenker,Schwenker,schwenker,Canonical starter dish entry for Schwenker. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q440884,,,Q440884,Schwenker,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2896374,scotch-broth,Scotch broth,scotch broth,Canonical starter dish entry for Scotch broth. Associated cuisine: Scottish cuisine. Origin: Scotland. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2896374,cat-soups-58c2caa7,,Q2896374,Scotch broth,,Scotland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7438301,scouse,Scouse,scouse,Canonical starter dish entry for Scouse. Origin: United Kingdom. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7438301,,cui-wd-q918277,Q7438301,Scouse (food),,United Kingdom,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q131737431,scraps,Scraps,scraps,Canonical starter dish entry for Scraps. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q131737431,,,Q131737431,Scraps (batter),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1934690,sea-cucumber-as-food,sea cucumber as food,sea cucumber as food,Canonical starter dish entry for sea cucumber as food. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1934690,,,Q1934690,Sea cucumbers as food,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q18356332,seafood-pizza,Seafood pizza,seafood pizza,Canonical starter dish entry for Seafood pizza. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q18356332,cat-flatbreads-and-pizzas-f0961fe2,cui-wd-q192786,Q18356332,Seafood pizza,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3953541,sebada,Sebada,sebada,Canonical starter dish entry for Sebada. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3953541,,cui-wd-q192786,Q3953541,Seada,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q19732533,seblak,Seblak,seblak,Canonical starter dish entry for Seblak. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q19732533,,cui-wd-q787497,Q19732533,Seblak,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3477693,seffa,Seffa,seffa,Canonical starter dish entry for Seffa. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3477693,,,Q3477693,Seffa,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q28163759,sekba,Sekba,sekba,Canonical starter dish entry for Sekba. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q28163759,,cui-wd-q787497,Q28163759,Sekba,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4823701,sekerpare,şekerpare,sekerpare,Canonical starter dish entry for şekerpare. Origin: Ottoman Empire. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4823701,,,Q4823701,Şekerpare,,Ottoman Empire,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q15976317,selat-solo,Selat solo,selat solo,Canonical starter dish entry for Selat solo. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q15976317,,cui-wd-q787497,Q15976317,Selat solo,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5162437,serabi,Serabi,serabi,Canonical starter dish entry for Serabi. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5162437,,cui-wd-q787497,Q5162437,Serabi,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q59361662,serinakaker,serinakaker,serinakaker,Canonical starter dish entry for serinakaker. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q59361662,,,Q59361662,Serinakaker,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2274269,serviettenknodel,serviettenknödel,serviettenknodel,Canonical starter dish entry for serviettenknödel. Origin: Czech Republic. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2274269,,cui-wd-q871595,Q2274269,Serviettenknödel,,Czech Republic,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q10567133,sesame-oil-chicken,Sesame oil chicken,sesame oil chicken,Canonical starter dish entry for Sesame oil chicken. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q10567133,,,Q10567133,Sesame oil chicken,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7457147,seven-layer-salad,seven-layer salad,seven layer salad,Canonical starter dish entry for seven-layer salad. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7457147,cat-salads-aa3e870c,cui-american-60d23958,Q7457147,Seven-layer salad,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3090471,sfenj,Sfenj,sfenj,Canonical starter dish entry for Sfenj. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3090471,,,Q3090471,Sfenj,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q116172687,sfintisori,sfințișori,sfintisori,Canonical starter dish entry for sfințișori. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q116172687,,,Q116172687,Sfințișori,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7459894,sha-cha-beef,Sha cha beef,sha cha beef,Canonical starter dish entry for Sha cha beef. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7459894,,,Q7459894,Sha cha beef,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q19896348,shab-deg,Shab Deg,shab deg,Canonical starter dish entry for Shab Deg. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q19896348,,cui-wd-q192087,Q19896348,Shab deg,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q137375176,shagorana,Shagorana,shagorana,Canonical starter dish entry for Shagorana. Origin: Bangladesh. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q137375176,,cui-wd-q4855470,Q137375176,Shagorana,,Bangladesh,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7461448,shahan-ful,Shahan ful,shahan ful,Canonical starter dish entry for Shahan ful. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7461448,,,Q7461448,Shahan ful,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q86948682,shahi-jilapi,Shahi jilapi,shahi jilapi,Canonical starter dish entry for Shahi jilapi. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q86948682,,,Q86948682,Shahi jilapi,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12817265,shakarap,Shakarap,shakarap,Canonical starter dish entry for Shakarap. Associated cuisine: Kyrgyz cuisine. Origin: Kyrgyzstan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12817265,,,Q12817265,Shakarap,,Kyrgyzstan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12218191,shakriyeh,Shakriyeh,shakriyeh,Canonical starter dish entry for Shakriyeh. Origin: Levant. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12218191,,,Q12218191,Shakriyeh,,Levant,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2474644,shakshuka,shakshuka,shakshuka,Canonical starter dish entry for shakshuka. Origin: Tunisia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2474644,cat-egg-dishes-91225177,cui-wd-q1328433,Q2474644,Shakshouka,,Tunisia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7489821,shark-chutney,Shark chutney,shark chutney,Canonical starter dish entry for Shark chutney. Origin: Seychelles. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7489821,cat-sauces-and-condiments-10f97308,,Q7489821,Shark chutney,,Seychelles,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q97314684,sharots,Sharots,sharots,Canonical starter dish entry for Sharots. Associated cuisine: Armenian cuisine. Origin: Armenia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q97314684,,cui-wd-q684343,Q97314684,Sharots,,Armenia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q55700816,sheki-halva,Sheki halva,sheki halva,Canonical starter dish entry for Sheki halva. Associated cuisine: Azerbaijani cuisine. Origin: Azerbaijan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q55700816,cat-confections-and-sweets-33dd665f,,Q55700816,Sheki halva,,Azerbaijan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q19702102,shemai,Shemai,shemai,Canonical starter dish entry for Shemai. Associated cuisine: Indian cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q19702102,,,Q19702102,Shemai,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q85800897,shirin-polo,Shirin polo,shirin polo,Canonical starter dish entry for Shirin polo. Associated cuisine: Jewish cuisine. Origin: Iran. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q85800897,,cui-wd-q9943666,Q85800897,Shirin polo,,Iran,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5360985,shiroi-koibito,Shiroi Koibito,shiroi koibito,Canonical starter dish entry for Shiroi Koibito. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5360985,,cui-wd-q234138,Q5360985,Shiroi Koibito,,Japan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7498930,shirokuma,shirokuma,shirokuma,Canonical starter dish entry for shirokuma. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7498930,,cui-wd-q234138,Q7498930,Shirokuma,,Japan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q623247,shkedei-marak,Shkedei marak,shkedei marak,Canonical starter dish entry for Shkedei marak. Origin: Israel. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q623247,,cui-wd-q62458,Q623247,Shkedei marak,,Israel,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q15801159,shkmeruli,Shkmeruli,shkmeruli,Canonical starter dish entry for Shkmeruli. Associated cuisine: Georgian cuisine. Origin: Georgia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q15801159,,cui-wd-q1199026,Q15801159,Shkmeruli,,Georgia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q20987994,sholezard,sholezard,sholezard,Canonical starter dish entry for sholezard. Associated cuisine: Iranian cuisine. Origin: Iran. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q20987994,,cui-wd-q9943666,Q20987994,Sholezard,,Iran,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2920132,shoti,Shoti,shoti,Canonical starter dish entry for Shoti. Origin: Georgia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2920132,,cui-wd-q1199026,Q2920132,Shoti,,Georgia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q11269155,shoyumame,Shoyumame,shoyumame,Canonical starter dish entry for Shoyumame. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q11269155,,cui-wd-q234138,Q11269155,Shoyumame,,Japan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7504010,shrimp-ball,Shrimp ball,shrimp ball,Canonical starter dish entry for Shrimp ball. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7504010,cat-seafood-dishes-67642233,,Q7504010,Shrimp ball,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7504007,shrimp-creole,Shrimp Creole,shrimp creole,Canonical starter dish entry for Shrimp Creole. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7504007,cat-seafood-dishes-67642233,cui-american-60d23958,Q7504007,Shrimp creole,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q9696648,shrimp-curry,shrimp curry,shrimp curry,Canonical starter dish entry for shrimp curry. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q9696648,cat-curries-c13d2ace,,Q9696648,Shrimp curry,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q104836072,shucky-beans,Shucky beans,shucky beans,Canonical starter dish entry for Shucky beans. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q104836072,,,Q104836072,Shucky beans,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q847652,shuizhu,shuizhu,shuizhu,Canonical starter dish entry for shuizhu. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q847652,,,Q847652,Shuizhu,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2901547,shumai,shumai,shumai,Canonical starter dish entry for shumai. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2901547,cat-dumplings-and-buns-9a441702,,Q2901547,Shumai,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q85801047,shwe-htamin,Shwe htamin,shwe htamin,Canonical starter dish entry for Shwe htamin. Origin: Myanmar. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q85801047,,,Q85801047,Shwe htamin,,Myanmar,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q14128832,si,Sì,si,Canonical starter dish entry for Sì. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q14128832,,,Q14128832,Sì (dessert),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q137270440,silaw,silaw,silaw,Canonical starter dish entry for silaw. Associated cuisine: Taiwanese cuisine. Origin: Taiwan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q137270440,,cui-wd-q707908,Q137270440,Siraw,,Taiwan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q124343367,sili-ice-cream,Sili ice cream,sili ice cream,Canonical starter dish entry for Sili ice cream. Origin: Philippines. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q124343367,,cui-wd-q1520796,Q124343367,Sili ice cream,,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q65040984,silog,Silog,silog,Canonical starter dish entry for Silog. Origin: Philippines. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q65040984,,cui-wd-q1520796,Q65040984,Silog,,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7522199,sindhi-biryani,Sindhi biryani,sindhi biryani,Canonical starter dish entry for Sindhi biryani. Origin: Pakistan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7522199,cat-rice-dishes-e5a0eea5,cui-wd-q1089120,Q7522199,Sindhi biryani,,Pakistan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q24929453,sindhi-pulao,Sindhi pulao,sindhi pulao,Canonical starter dish entry for Sindhi pulao. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q24929453,,,Q24929453,Sindhi pulao,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q65043034,sinigapuna,Sinigapuna,sinigapuna,Canonical starter dish entry for Sinigapuna. Origin: Philippines. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q65043034,,cui-wd-q1520796,Q65043034,Sinigapuna,,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7525342,siomay,Siomay,siomay,Canonical starter dish entry for Siomay. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7525342,,cui-wd-q787497,Q7525342,Siomay,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3032267,sirop-de-liege,sirop de Liège,sirop de liege,Canonical starter dish entry for sirop de Liège. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3032267,,,Q3032267,Sirop de Liège,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q124434638,siryak-tyamuri,Siryak-tyamuri,siryak tyamuri,Canonical starter dish entry for Siryak-tyamuri. Associated cuisine: Koryo-saram cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q124434638,,,Q124434638,Siryak-tyamuri,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5400820,sisu,Sisu,sisu,Canonical starter dish entry for Sisu. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5400820,,,Q5400820,Sisu (candy),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16346869,sitabhog,Sitabhog,sitabhog,Canonical starter dish entry for Sitabhog. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16346869,,,Q16346869,Sitabhog,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q6639662,sixlets,Sixlets,sixlets,Canonical starter dish entry for Sixlets. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q6639662,,,Q6639662,Sixlets,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12491347,skin-crackers,Skin Crackers,skin crackers,Canonical starter dish entry for Skin Crackers. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12491347,,cui-wd-q787497,Q12491347,Krupuk kulit,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3962539,skippy,Skippy,skippy,Canonical starter dish entry for Skippy. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3962539,,,Q3962539,Skippy (peanut butter),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7535893,skirlie,skirlie,skirlie,Canonical starter dish entry for skirlie. Associated cuisine: Scottish cuisine. Origin: Scotland. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7535893,,,Q7535893,Skirlie,,Scotland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1753265,skordalia,skordalia,skordalia,Canonical starter dish entry for skordalia. Origin: Greece. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1753265,,cui-wd-q744027,Q1753265,Skordalia,,Greece,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12758929,slavski-kolac,Slavski kolač,slavski kolac,Canonical starter dish entry for Slavski kolač. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12758929,,,Q12758929,Slavski kolač,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2095632,sloppy-joe,sloppy joe,sloppy joe,Canonical starter dish entry for sloppy joe. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2095632,,cui-american-60d23958,Q2095632,Sloppy joe,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
